,tag,Question,Reponse
329,Droit Commercial et économique : Droit des Sociétés,Voile (khimar) a l'université,"bonjour, en premier lieu je voudrai bien corriger une faute : l'etat tunisien de part le constitution n'est pas un État laïque. c'est un État  qui a une religion qui est l'islam.en deuxieme lieu : le circulaire n°108 est un circulaire qui concerne la tenue vestimentaire que doit se proscrire les fonctionnaire de l'etat dans les locaux administratives.la police par un exces de zele , elle tend a appliquer ce circulaire a toute la populations dans tout les leiux public troisiemement: la circulaire est contraire à la constitution tunisienne ,le tribunal administratif par un arret rendu fin 2007 a considere que ce circulaire est contraire à la constitution .la question qui se pose :le voile est il un signe d'appartenance politique ou bien il est mis en application d'un precepte religieux ? c'est toute la question . A mon avis un debat national objectif et libre est necessaire pour repondre a cette question . jusque là porter ou non le voile est une question de liberte individuelle qui doit etre respecter que l'on soit pour ou contre . "
330,Droit Commercial et économique : Droit des Sociétés,Voile (khimar) a l'université,"Bonjour,Merci pour cette information (troisièrement).Ce ci explique peut être le recul observé ces derniers moments, du fait que le port du voile est devenu un peu plus toléré dans la rue et dans les établissements publiques.Moi je poserai votre question autrement; car en tunisie le port de voile ne peut pas être considéré comme un signe d'appartenance politique, puisqu'il aujourd'hui  il existe pas de parti politique islamique. je dirai plutot: le port de voile est il mis en application selon un percepte religieux ou est-il simplement un phénomène de mode en Tunisie?That is the question!!"
331,Droit Commercial et économique : Droit des Sociétés,Voile (khimar) a l'université,"Citation de: lemaitre le 10 novembre 2008, 11:29:57 pm 23:29bonjour, la question qui se pose :le voile est il un signe d'appartenance politique ou bien il est mis en application d'un precepte religieux ? c'est toute la question . A mon avis un debat national objectif et libre est necessaire pour repondre a cette question . jusque là porter ou non le voile est une question de liberte individuelle qui doit etre respecter que l'on soit pour ou contre . Le port de voile est un phénomène assez complexe que certains voulaient le cerner dans un cadre précis.Pourquoi on porte le voile? allez chercher.Chacun a ses raisons. Faut juste se respecter...et respecter les autres."
332,Droit Commercial et économique : Droit des Sociétés,Les transactions internationales via internet,"le seul problème est lié aux interdictions par le code de changes tunisien de procéder librement à des transactions en devise. Si t'as un compte non résident ou un autre te permettant de faire librement ces transactions, y a pas de problème ""matériel"". il faut néanmoins reconnaître qu'il y a un vide juridique à propos de cette question."
333,Droit Commercial et économique : Droit des Sociétés,LA VENTE DES ESPACES PUBLICITAIRES EN LIGNE,"Citation de: etravel le 29 janvier 2010, 09:59:18 pm 21:59Dans le cadre du développement d'un site web déstiné au grand public je voudrais savoir si la vente des espaces publicitaires sur le site est soumise a une loi ou pas. A ma connaissance, non Un projet de loi sur la pubicité existe, depuis 2004,  mais il n'a pas vu le jour Toutefois, la  publicité des boissons alcoolisées est interdite en TunisieJusqu'à ce jour est réglementé  :  La publicité dans le domaine public routier et dans les propriétés immobilières y attenantes, appartenant aux personnes Slts/Naceur "
334,Droit Commercial et économique : Droit des Sociétés,Pub en ligne,"Citation de: hiss le 14 septembre 2009, 12:10:41 pm 12:10je voudrais me renseigner sur la publicité .... la pub des produits alcoolisés sur internet.La publicité des produits alcoolisés est interdite en Tunisie (je vais chercher le texte) Slts/Naceur "
335,Droit Commercial et économique : Droit des Sociétés,Pub en ligne,Toute forme de publicité concernant les boissons alcoolisées est interdite en TunisieJe pense que c'est le decret du 12 séptembre 1940 (10 chaabane 1359) modifié par le decret du 5 janvier 1942 (17 dhoul hija 1360) NB: je vais approfondir mes recherchesSlts/Naceur 
336,Droit Commercial et économique : Droit des Sociétés,un site lourdement condamné pour induire et maintenir l’internaute en erreur,Espérons un jour  voir (ou lire) un jugement pareil en Tunisie La publicité mensongère et trompeuse me semble envahir l'internet et la média Tunisienne Slts/Naceur 
337,Droit Commercial et économique : Droit des Sociétés,mailing listes et bases d'emails,"Moi aussi j'ai eu des emails de cette facon plusieur foisC'est illegal d'envoyer les emails a ta boite sans que tu soit d'accordtout simplement tu peux déclarer a l'hébergeur le nom de domaine de site qui t'envoie ces emails, et vont lui avertir ou arreter son site pour le spampour connaitre l'adresse de site spammeur tu utilise un whois comme  whois.sc"
338,Droit Commercial et économique : Droit des Sociétés,mailing listes et bases d'emails,"on ne pourrait empêcher personne de mettre un document dans une boite aux lettres, c'est une analogie à faire!!!Il faut juste activer le filtre anti-spam"
339,Droit Commercial et économique : Droit des Sociétés,mailing listes et bases d'emails,"Si le spam est de nature à porter atteinte à votre sécurité ou à votre moralité, vous pouvez toujours signaler le spam à votre fournisseur qui suivra bien des démarches particulières.Si la source de spam est En Tunisie, la solution pourrait être trouvée.Si elle est ailleurs, c'est difficile."
340,Droit Commercial et économique : Droit des Sociétés,Jeu sur site web,La vente du publicité n'est pas interditJ'ai fais ca déja
341,Droit Commercial et économique : Droit des Sociétés,Messages privés des forums,"des textes spécifiques , non. mais des textes d'application générale , oui, si la divulgation porte atteinte à la vie des gens, leurs honneur, secret professionnel, etc "
342,Droit Commercial et économique : Droit des Sociétés,Messages privés des forums,Voir le Code de la Presse (dont la dénomination s'entend de toute forme de publication et de publicisation et non pas seulement de la presse au sens journalistique). 
343,Droit Commercial et économique : Droit des Sociétés,Messages privés des forums,"Bien lire également les conditions générales d'utilisation des services de ce forum (qui apparaissent, en principe, au moment de l'inscription), qui devraient citer les cas ou les messages privés pourraient être déclassifier. "
344,Droit Commercial et économique : Droit des Sociétés,Messages privés des forums,"Je vous remercie Pionnier, hamadigh et Jestime  En ce qui concerne le code de la presse, je ne l'ai pas trouvé sur internet   j'ai trouvé par contre cette loi (Loi organique n° 2004-63 du 27 juillet 2004, portant sur la protection des données à caractère personnel) qui dans son chapitre relatif aux sanctions, prévoit justement des sanctions civiles et pénales à l'encontre de celui qui divulgue des données personnelles ou des informations sur la vie privée des gens.D'où ma question; est-ce que les mp sont considérés comme faisant partie de la vie privée? et est-ce que cette loi est applicable dans ce cas de figure? Merci encore  "
345,Droit Commercial et économique : Droit des Sociétés,Messages privés des forums,"Pour le Code de la Presse, voir base de données du JORT sur: http://www.cnudst.rnrt.tn/cgi-bin/wwwi32.exe/[in=C%3a/sources/appli/jort.06/affiche.in]/Certaines lois organiques dont celle que vous citez constituent justement des amendements à ce code.J'en profite pour saluer la réapparition de Jestime dont les interventions sont toujours pertinentes."
346,Droit Commercial et économique : Droit des Sociétés,Messages privés des forums,"Je ne suis pas sûr que le code de la presse s'applique ici. ni même la loi sur la protection des données personnelles. si j'ai bien compris, la divulgation avait pour support un forum. en dehors du cas ou l'auteur serait lié par un devoir de confidence vis-à-vis de la victime, il faut se retourner au droit général. 2 possibilités: soit chercher si les faits ne sont pas constitutifs d'un délit pénal, soit c'est le COC qui s'applique en prouvant le dommage ou la violation de l'obligation de ne pas faire."
347,Droit Commercial et économique : Droit des Sociétés,Les transactions internationales via internet,"le seul problème est lié aux interdictions par le code de changes tunisien de procéder librement à des transactions en devise. Si t'as un compte non résident ou un autre te permettant de faire librement ces transactions, y a pas de problème ""matériel"". il faut néanmoins reconnaître qu'il y a un vide juridique à propos de cette question."
348,Droit Commercial et économique : Droit des Sociétés,LA VENTE DES ESPACES PUBLICITAIRES EN LIGNE,"Citation de: etravel le 29 janvier 2010, 09:59:18 pm 21:59Dans le cadre du développement d'un site web déstiné au grand public je voudrais savoir si la vente des espaces publicitaires sur le site est soumise a une loi ou pas. A ma connaissance, non Un projet de loi sur la pubicité existe, depuis 2004,  mais il n'a pas vu le jour Toutefois, la  publicité des boissons alcoolisées est interdite en TunisieJusqu'à ce jour est réglementé  :  La publicité dans le domaine public routier et dans les propriétés immobilières y attenantes, appartenant aux personnes Slts/Naceur "
